Time,Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
4:10:32,0.09,0.91,0.4,1.47,3.22,4.13
4:10:32,0.09,0.91,0.4,1.68,2.8,3.64
4:10:32,0.08,0.91,0.4,1.96,2.24,3.92
4:10:32,0.09,0.91,0.4,2.1,1.61,2.94
4:10:32,0.09,0.91,0.4,2.31,1.4,2.8
4:10:32,0.09,0.91,0.39,2.59,1.05,2.8
4:10:32,0.09,0.91,0.39,2.73,0.98,2.73
4:10:32,0.1,0.92,0.39,2.73,0.7,2.87
4:10:32,0.1,0.93,0.38,2.31,0.63,2.52
4:10:32,0.1,0.93,0.38,1.89,0.7,2.45
4:10:32,0.1,0.93,0.38,1.54,0.49,1.96
4:10:32,0.1,0.93,0.38,1.26,0.77,1.68
4:10:32,0.1,0.93,0.38,1.12,0.56,1.75
4:10:32,0.1,0.93,0.38,0.84,0.07,1.26
4:10:32,0.1,0.93,0.38,0.49,0.28,1.05
4:10:32,0.1,0.93,0.38,0.14,0.35,1.05
4:10:32,0.1,0.92,0.38,-0.14,0.28,0.7
4:10:32,0.1,0.92,0.38,-0.14,0.28,0.63
4:10:32,0.1,0.92,0.38,-0.28,0,0.42
4:10:32,0.1,0.92,0.38,-0.49,0.07,0.21
4:10:32,0.1,0.92,0.38,-0.91,0,-0.14
4:10:32,0.1,0.92,0.38,-1.12,0,-0.77
4:10:32,0.1,0.92,0.38,-1.12,-0.28,-0.56
4:10:32,0.1,0.92,0.38,-1.26,-0.63,-0.77
4:10:32,0.1,0.92,0.38,-1.26,-0.63,-1.05
4:10:32,0.09,0.92,0.38,-1.4,-0.98,-1.19
4:10:32,0.09,0.92,0.38,-1.54,-1.26,-1.26
4:10:32,0.09,0.92,0.38,-1.68,-1.12,-1.19
4:10:32,0.09,0.92,0.38,-1.68,-0.98,-1.19
4:10:32,0.09,0.92,0.38,-1.61,-0.84,-1.05
4:10:32,0.09,0.92,0.38,-1.68,-1.12,-1.12
4:10:32,0.09,0.92,0.39,-1.54,-1.33,-0.84
4:10:32,0.09,0.92,0.38,-1.47,-1.26,-1.26
4:10:32,0.09,0.92,0.39,-1.33,-1.47,-1.47
4:10:32,0.1,0.92,0.38,-1.26,-1.4,-1.05
4:10:32,0.09,0.92,0.38,-1.12,-1.33,-0.35
4:10:32,0.09,0.93,0.38,-0.98,-0.98,-0.56
4:10:32,0.1,0.92,0.38,-1.12,-0.91,-0.49
4:10:32,0.1,0.92,0.38,-1.12,-0.84,-0.49
4:10:32,0.1,0.93,0.38,-1.05,-0.49,0
4:10:32,0.1,0.93,0.38,-1.19,-0.21,-0.14
4:10:32,0.1,0.93,0.38,-1.26,-0.14,-0.14
4:10:32,0.1,0.93,0.38,-1.26,-0.21,-0.07
4:10:32,0.1,0.93,0.38,-1.33,0.21,0.07
4:10:32,0.1,0.93,0.38,-1.4,0.21,0
4:10:32,0.1,0.93,0.38,-1.47,0.35,0.56
4:10:32,0.1,0.92,0.38,-1.4,0.42,-0.28
4:10:32,0.1,0.92,0.38,-1.4,0.98,0.14
4:10:32,0.1,0.92,0.38,-1.26,0.63,0
4:10:32,0.1,0.92,0.39,-1.19,0.84,0
4:10:32,0.09,0.92,0.39,-1.19,0.77,0.28
4:10:32,0.09,0.92,0.39,-0.98,0.91,0.42
4:10:32,0.09,0.92,0.39,-0.84,0.42,0.35
4:10:32,0.09,0.92,0.39,-0.77,0.7,0.35
4:10:32,0.09,0.92,0.39,-0.77,0.63,0.07
4:10:32,0.09,0.92,0.39,-0.63,0.28,0.28
4:10:32,0.09,0.92,0.39,-0.56,0.42,0.42
4:10:32,0.09,0.92,0.39,-0.42,0.28,0.42
4:10:32,0.09,0.92,0.39,-0.35,0.56,0.56
4:10:32,0.09,0.92,0.39,-0.28,0.21,0.56
4:10:32,0.09,0.92,0.38,-0.28,0.35,0.28
4:10:32,0.09,0.92,0.39,-0.14,0.35,0.63
4:10:32,0.09,0.92,0.38,-0.28,0.49,0.42
4:10:32,0.09,0.92,0.39,-0.28,0.14,0.7
4:10:32,0.1,0.92,0.39,-0.28,0.21,0.77
4:10:32,0.1,0.92,0.39,-0.28,0.42,0.7
4:10:32,0.1,0.92,0.39,-0.21,0.42,0.77
4:10:32,0.1,0.92,0.38,-0.21,1.05,0.91
4:10:32,0.09,0.92,0.38,-0.28,1.12,0.91
4:10:32,0.1,0.92,0.38,-0.14,0.91,0.91
4:10:32,0.09,0.92,0.39,-0.21,0.84,0.84
4:10:32,0.09,0.92,0.39,-0.21,1.05,0.84
4:10:32,0.09,0.92,0.39,-0.28,1.19,1.12
4:10:32,0.09,0.92,0.39,-0.14,0.56,0.77
4:10:32,0.09,0.92,0.39,-0.14,1.05,0.7
4:10:32,0.09,0.92,0.39,-0.14,1.05,0.84
4:10:32,0.09,0.92,0.39,0,0.35,0.56
4:10:32,0.09,0.92,0.39,-0.21,0.84,0.7
4:10:32,0.09,0.92,0.39,-0.21,0.63,0.77
4:10:32,0.09,0.92,0.39,-0.14,0.56,0.56
